default_code|name|description|sale_ok|purchase_ok|can_be_expensed|type|list_price|standard_price|barcode|categ_id|categ_parent_1|categ_parent_2|categ_parent_3|categ_parent_4|categ_parent_5|incoming_inspection|manufacturer_pref|warranty|warranty_type|lead_time|lead_time_type|rohs_regulation|manufacturer_purl|manufacturer_id|active|arancel_id|ecoraee_active|tracking|weight|intrastat_id|default_ubication|optional_product_ids|route_ids|version|uom_id|uom_po_id|invoice_policy|event_ok|customer_ids|description_sale|sale_line_warn|responsible_id|volume|produce_delay|sale_delay|hs_code|description_pickingout|description_pickingin|description_picking|intrastat_origin_country_id
REP-NGX466R11/SC11114518|REPARACION PLACA BASE NANO-GX-466-R11 SC11114518||Sí|Sí|No|product|52,69231|34,25|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11114518&token=28ff56df7c60ebdf01e4ad9f4abbcbbd||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11114542|REPARACION PLACA BASE NANO-GX-466-R11 SC11114542||Sí|Sí|No|product|36,50769|23,73|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11114542&token=fe46999290d95471a725de94f9045d39||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|35|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11114606|REPARACION PLACA BASE NANO-GX-466-R11 SC11114606||Sí|Sí|No|product|22,46154|14,6|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11114606&token=57d80ca4368d3f94f67b0b5523961fb8||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|35|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11114611|REPARACION PLACA BASE NANO-GX-466-R11 SC11114611||Sí|Sí|No|product|36,75385|23,89|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11114611&token=575c400cf8b7a94d249c53efea14b317||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|42|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11114616|REPARACION PLACA BASE NANO-GX-466-R11 SC11114616||Sí|Sí|No|product|37,53846|24,4|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11114616&token=84cc38827abac214a399b6cc667d7523||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11114655|REPARACION PLACA BASE NANO-GX-466-R11 SC11114655||Sí|Sí|No|product|27,56923|17,92|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11114655&token=13accab341b039e0585c54c6401257eb||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11114691|REPARACION PLACA BASE NANO-GX-466-R11 SC11114691||Sí|Sí|No|product|21|13,65|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11114691&token=5c938dff3049bb977de3c9fee5978d29||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|42|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11114718|REPARACION PLACA BASE NANO-GX-466-R11 SC11114718||Sí|Sí|No|product|22,84615|14,85|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11114718&token=6078b38cd84579601b4405fa030f3764||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11114764|REPARACION PLACA BASE NANO-GX-466-R11 SC11114764||Sí|Sí|No|product|27,50769|17,88|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11114764&token=b8c9171cd5757ae39d01dce427f24c20||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11114794|REPARACION PLACA BASE NANO-GX-466-R11 SC11114794||Sí|Sí|No|product|30,03077|19,52|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11114794&token=504fa24f4813580f2406aad4e8915dde||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11114806|REPARACION PLACA BASE NANO-GX-466-R11 SC11114806||Sí|Sí|No|product|53,21538|34,59|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11114806&token=be88d0762ede9a90b8603d40db82debd||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11322557|REPARACION PLACA BASE NANO-GX-466-R11 SC11322557||Sí|Sí|No|product|41,81538|27,18|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11322557&token=a7d40c53000c1cb07b35ef6be1dbd281||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|42|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11322603|REPARACION PLACA BASE NANO-GX-466-R11 SC11322603||Sí|Sí|No|product|38,86154|25,26|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11322603&token=2cdd181d75c16a17e23fb06025fdd2aa||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|35|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11322607|REPARACION PLACA BASE NANO-GX-466-R11 SC11322607||Sí|Sí|No|product|33,75385|21,94|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11322607&token=50d167f37ba265a84a939d734cc015eb||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11322642|REPARACION PLACA BASE NANO-GX-466-R11 SC11322642||Sí|Sí|No|product|27,50769|17,88|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11322642&token=f479549d7b11fbdcd913232d0fbecf63||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11322666|REPARACION PLACA BASE NANO-GX-466-R11 SC11322666||Sí|Sí|No|product|34,92308|22,7|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11322666&token=7a65ace8135272ed981a28ff9e1f23df||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|35|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11322710|REPARACION PLACA BASE NANO-GX-466-R11 SC11322710||Sí|Sí|No|product|30,58462|19,88|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11322710&token=eef3b09737b2ac753f36a5ef12d8c779||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11322779|REPARACION PLACA BASE NANO-GX-466-R11 SC11322779||Sí|Sí|No|product|53,21538|34,59|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11322779&token=0855b3acd4944a2b8aec8cc7c55070d8||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11322859|REPARACION PLACA BASE NANO-GX-466-R11 SC11322859||Sí|Sí|No|product|27,56923|17,92|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11322859&token=9549aea0a359222ed6cfefab7e5f35c0||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11322877|REPARACION PLACA BASE NANO-GX-466-R11 SC11322877||Sí|Sí|No|product|26,76923|17,4|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11322877&token=d4e4ef712783cfcdf38b8fd3d4e9cdf9||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|42|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11322881|REPARACION PLACA BASE NANO-GX-466-R11 SC11322881||Sí|Sí|No|product|27,30769|17,75|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11322881&token=52408a3c1767ed52e8b249d14d0e0853||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11322928|REPARACION PLACA BASE NANO-GX-466-R11 SC11322928||Sí|Sí|No|product|37,53846|24,4|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11322928&token=ffe11e17bc5499664e9660bd37590f1b||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11322953|REPARACION PLACA BASE NANO-GX-466-R11 SC11322953||Sí|Sí|No|product|26,76923|17,4|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11322953&token=4795718efa04dd8ecd6b8877f66a5a93||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|42|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11322977|REPARACION PLACA BASE NANO-GX-466-R11 SC11322977||Sí|Sí|No|product|53,21538|34,59|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11322977&token=3b3ec138ae810b2b308b37aa700c96d9||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11322980|REPARACION PLACA BASE NANO-GX-466-R11 SC11322980||Sí|Sí|No|product|21|13,65|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11322980&token=a18003011e9686e099b0f20d02fb36d3||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|35|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11322984|REPARACION PLACA BASE NANO-GX-466-R11 SC11322984||Sí|Sí|No|product|22,46154|14,6|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11322984&token=0ec435cc1f0a3792357e11bdf7a95a79||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|35|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11322994|REPARACION PLACA BASE NANO-GX-466-R11 SC11322994||Sí|Sí|No|product|41,81538|27,18|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11322994&token=ff8fd40b9fa25c431b7ac03cb63b82c3||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|42|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11323019|REPARACION PLACA BASE NANO-GX-466-R11 SC11323019||Sí|Sí|No|product|22,46154|14,6|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11323019&token=afe80c43db3a56bbb42638c0df237381||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|35|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11323033|REPARACION PLACA BASE NANO-GX-466-R11 SC11323033||Sí|Sí|No|product|22,46154|14,6|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11323033&token=a46747b60b39afcca53f43b7ccfba56f||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|35|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11323036|REPARACION PLACA BASE NANO-GX-466-R11 SC11323036||Sí|Sí|No|product|23,4|15,21|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11323036&token=3c3d4b550c83bebda341fd32e75483f0||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11323052|REPARACION PLACA BASE NANO-GX-466-R11 SC11323052||Sí|Sí|No|product|30,03077|19,52|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11323052&token=6a93dae17c63697e01b54516d168f4e4||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11323064|REPARACION PLACA BASE NANO-GX-466-R11 SC11323064||Sí|Sí|No|product|22,43077|14,58|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11323064&token=81504ac1d33dd3528c105b8f93a69ccf||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|35|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11323066|REPARACION PLACA BASE NANO-GX-466-R11 SC11323066||Sí|Sí|No|product|27,29231|17,74|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11323066&token=356ca029dd482191a3ca1757c1adf29e||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11323070|REPARACION PLACA BASE NANO-GX-466-R11 SC11323070||Sí|Sí|No|product|52,6|34,19|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11323070&token=7bba90d1918cda26fe1caf761aa9956b||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11323071|REPARACION PLACA BASE NANO-GX-466-R11 SC11323071||Sí|Sí|No|product|33,75385|21,94|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11323071&token=6ee7f25bcae1189573cedcfe7e0d01ca||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11323079|REPARACION PLACA BASE NANO-GX-466-R11 SC11323079||Sí|Sí|No|product|22,46154|14,6|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11323079&token=8ed3d0b537dd4112e4c7f8a9c703818d||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|35|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11323119|REPARACION PLACA BASE NANO-GX-466-R11 SC11323119||Sí|Sí|No|product|32,86154|21,36|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11323119&token=7dcad074abcb9792f8b74c2e92c84fab||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11323121|REPARACION PLACA BASE NANO-GX-466-R11 SC11323121||Sí|Sí|No|product|26,76923|17,4|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11323121&token=6232a3f7a9bdb82f7731576562b6ac9d||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|42|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11323175|REPARACION PLACA BASE NANO-GX-466-R11 SC11323175||Sí|Sí|No|product|30,03077|19,52|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11323175&token=6104dab233f57a1b05c8700396b5ed26||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11323177|REPARACION PLACA BASE NANO-GX-466-R11 SC11323177||Sí|Sí|No|product|22,61538|14,7|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11323177&token=c9153a947880d002d92f69660d5e06dc||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|35|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11323212|REPARACION PLACA BASE NANO-GX-466-R11 SC11323212||Sí|Sí|No|product|46,83077|30,44|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11323212&token=dc8b15cb60cef7342efcbd0939235eb6||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|42|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11323225|REPARACION PLACA BASE NANO-GX-466-R11 SC11323225||Sí|Sí|No|product|21,03077|13,67|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11323225&token=c66b179c52b540b0cf47ab11d85d9ad9||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|42|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11323261|REPARACION PLACA BASE NANO-GX-466-R11 SC11323261||Sí|Sí|No|product|33,75385|21,94|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11323261&token=49f757a724cefcfdceb7a8da078a0421||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11323275|REPARACION PLACA BASE NANO-GX-466-R11 SC11323275||Sí|Sí|No|product|30,03077|19,52|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11323275&token=d71f6a22387f208d9d02f255716f5090||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11323285|REPARACION PLACA BASE NANO-GX-466-R11 SC11323285||Sí|Sí|No|product|22,46154|14,6|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11323285&token=a5f36db946f23ef6d87da1ad6cb166b5||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|35|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11323296|REPARACION PLACA BASE NANO-GX-466-R11 SC11323296||Sí|Sí|No|product|53,21538|34,59|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11323296&token=e97acdd5909990d328e3f7dc347afd9f||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11323311|REPARACION PLACA BASE NANO-GX-466-R11 SC11323311||Sí|Sí|No|product|27,29231|17,74|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11323311&token=54a821985284a685292b7485706ca4c0||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11323328|REPARACION PLACA BASE NANO-GX-466-R11 SC11323328||Sí|Sí|No|product|52,6|34,19|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11323328&token=7f6b110ee702cb106504bce1c204a55d||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11323340|REPARACION PLACA BASE NANO-GX-466-R11 SC11323340||Sí|Sí|No|product|22,84615|14,85|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11323340&token=a147b8aeeac4cbebdf13eee9c8d25d83||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11323371|REPARACION PLACA BASE NANO-GX-466-R11 SC11323371||Sí|Sí|No|product|30,03077|19,52|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11323371&token=c7cd16876da933c864b470ad98a37d59||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11323378|REPARACION PLACA BASE NANO-GX-466-R11 SC11323378||Sí|Sí|No|product|21|13,65|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11323378&token=1af84ead2ae1a37620ccb6cf235b8141||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|42|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11323390|REPARACION PLACA BASE NANO-GX-466-R11 SC11323390||Sí|Sí|No|product|36,73846|23,88|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11323390&token=36ec79237dcc65b9786f171c88d053ab||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11323400|REPARACION PLACA BASE NANO-GX-466-R11 SC11323400||Sí|Sí|No|product|53,23077|34,6|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11323400&token=12511b6ed907e460db21999675f2a652||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11323414|REPARACION PLACA BASE NANO-GX-466-R11 SC11323414||Sí|Sí|No|product|41,81538|27,18|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11323414&token=abc704d4482481e49020ce8d4181eb97||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|42|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11342457|REPARACION PLACA BASE NANO-GX-466-R11 SC11342457||Sí|Sí|No|product|29,35385|19,08|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11342457&token=18b08c1814772a065ec5928db35d0226||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11342479|REPARACION PLACA BASE NANO-GX-466-R11 SC11342479||Sí|Sí|No|product|26,76923|17,4|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11342479&token=663024904de4077c93d7a7821df1e69e||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|42|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11342480|REPARACION PLACA BASE NANO-GX-466-R11 SC11342480||Sí|Sí|No|product|27,50769|17,88|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11342480&token=a0e977f0cecdb62ca11d594b2c96b7c7||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11342492|REPARACION PLACA BASE NANO-GX-466-R11 SC11342492||Sí|Sí|No|product|78,56923|51,07|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11342492&token=4757b6a80454714f27a7a265493709ae||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|35|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11342520|REPARACION PLACA BASE NANO-GX-466-R11 SC11342520||Sí|Sí|No|product|27,52308|17,89|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11342520&token=1f414ef57c1d397cf5abb2ebb85c556c||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11342524|REPARACION PLACA BASE NANO-GX-466-R11 SC11342524||Sí|Sí|No|product|27,50769|17,88|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11342524&token=7b54681f354c1605d845e7196191f6d5||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11342548|REPARACION PLACA BASE NANO-GX-466-R11 SC11342548||Sí|Sí|No|product|38,83077|25,24|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11342548&token=3335a924f370f7f8fef7966890ce8611||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|35|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11342557|REPARACION PLACA BASE NANO-GX-466-R11 SC11342557||Sí|Sí|No|product|22,04615|14,33|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11342557&token=a49ec5a41937b608725f3c0dbb526a42||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11342579|REPARACION PLACA BASE NANO-GX-466-R11 SC11342579||Sí|Sí|No|product|37,53846|24,4|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11342579&token=a09a24d899cb21ba9660a2ba81264714||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|42|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
